"","CountyID","County","Year","Month","T","Phase","MUAC","CSI","PhaseNum"
"1046",49,"West Pokot",2013,6,1,"noreport","noreport","noreport",NA
"1047",49,"West Pokot",2013,7,2,"Normal",NA,NA,1
"1048",49,"West Pokot",2013,8,3,"Normal",NA,NA,1
"1049",49,"West Pokot",2013,9,4,"Normal",NA,NA,1
"1050",49,"West Pokot",2013,10,5,"noreport","noreport","noreport",NA
"1051",49,"West Pokot",2013,11,6,"noreport","noreport","noreport",NA
"1052",49,"West Pokot",2013,12,7,"noreport","noreport","noreport",NA
"1053",49,"West Pokot",2014,1,8,"noreport","noreport","noreport",NA
"1054",49,"West Pokot",2014,2,9,"Alert",NA,NA,2
"1055",49,"West Pokot",2014,3,10,"Alert",NA,NA,2
"1056",49,"West Pokot",2014,4,11,"Alert",NA,NA,2
"1057",49,"West Pokot",2014,5,12,"Alert",NA,NA,2
"1058",49,"West Pokot",2014,6,13,"noreport","noreport","noreport",NA
"1059",49,"West Pokot",2014,7,14,"Alert",NA,NA,2
"1060",49,"West Pokot",2014,8,15,"Early Alarm",NA,NA,NA
"1061",49,"West Pokot",2014,9,16,"Alert","8.96","1.95",2
"1062",49,"West Pokot",2014,10,17,"Normal","12.62","1.98",1
"1063",49,"West Pokot",2014,11,18,"Normal","12.97","1.89",1
"1064",49,"West Pokot",2014,12,19,"Normal","9.47","2.02",1
"1065",49,"West Pokot",2015,1,20,"Early Alert","10.88","1.94",NA
"1066",49,"West Pokot",2015,2,21,"Normal","11.62","2.1",1
"1067",49,"West Pokot",2015,3,22,"Alert","11.49","2.5",2
"1068",49,"West Pokot",2015,4,23,"Normal","9.31","2.06",1
"1069",49,"West Pokot",2015,5,24,"Normal","8.29","1.65",1
"1070",49,"West Pokot",2015,6,25,"noreport","noreport","noreport",NA
"1071",49,"West Pokot",2015,7,26,"Normal","10.2","2.05",1
"1072",49,"West Pokot",2015,8,27,"Normal","11.46","2.14",1
"1073",49,"West Pokot",2015,9,28,"Alert","12.01","2.15",2
"1074",49,"West Pokot",2015,10,29,"Alert","9.35","1.75",2
"1075",49,"West Pokot",2015,11,30,"Alert","8.87","1.67",2
"1076",49,"West Pokot",2015,12,31,"Normal","7","2",1
"1077",49,"West Pokot",2016,1,32,"Normal","7.89","1.93",1
"1078",49,"West Pokot",2016,2,33,"Alert","9.77","2.1",2
"1079",49,"West Pokot",2016,3,34,"Alert","10.24","2.13",2
"1080",49,"West Pokot",2016,4,35,"Normal","9.29","2.03",1
"1081",49,"West Pokot",2016,5,36,"Normal","7.62","1.9",1
"1082",49,"West Pokot",2016,6,37,"Normal","8.02","1.56",1
"1083",49,"West Pokot",2016,7,38,NA,"9.7","1.48",NA
"1084",49,"West Pokot",2016,8,39,NA,"8.57","1.3",NA
"1085",49,"West Pokot",2016,9,40,"Normal","8.63","1.34",1
"1086",49,"West Pokot",2016,10,41,"Normal","9.58","1.38",1
"1087",49,"West Pokot",2016,11,42,"Alert","9.03","11.91",2
"1088",49,"West Pokot",2016,12,43,"Alarm","12.2","18.19",3
"1089",49,"West Pokot",2017,1,44,"noreport","noreport","noreport",NA
"1090",49,"West Pokot",2017,2,45,"noreport","noreport","noreport",NA
"1091",49,"West Pokot",2017,3,46,"noreport","noreport","noreport",NA
"1092",49,"West Pokot",2017,4,47,"Alarm","8.8","14.3",3
"1093",49,"West Pokot",2017,5,48,"Alert","7.6","14.1",2
"1094",49,"West Pokot",2017,6,49,"Alert","5.6","13.6",2
"1095",49,"West Pokot",2017,7,50,"Normal","5.1","10.7",1
"1096",49,"West Pokot",2017,8,51,"Normal","4.2","10.7",1
"1097",49,"West Pokot",2017,9,52,"Normal","4","11",1
"1098",49,"West Pokot",2017,10,53,"Normal","4","8.3",1
"1099",49,"West Pokot",2017,11,54,"Normal","3.9","7.5",1
"1100",49,"West Pokot",2017,12,55,"Normal","4.1","8.6",1
"1101",61,"Marsabit",2013,6,1,"noreport","noreport","noreport",NA
"1102",61,"Marsabit",2013,7,2,"Alert",NA,NA,2
"1103",61,"Marsabit",2013,8,3,"Alert",NA,NA,2
"1104",61,"Marsabit",2013,9,4,"Alert",NA,NA,2
"1105",61,"Marsabit",2013,10,5,"noreport","noreport","noreport",NA
"1106",61,"Marsabit",2013,11,6,"noreport","noreport","noreport",NA
"1107",61,"Marsabit",2013,12,7,"noreport","noreport","noreport",NA
"1108",61,"Marsabit",2014,1,8,"noreport","noreport","noreport",NA
"1109",61,"Marsabit",2014,2,9,"Early Alarm",NA,NA,NA
"1110",61,"Marsabit",2014,3,10,"Late Alert",NA,NA,NA
"1111",61,"Marsabit",2014,4,11,"Early Alert",NA,NA,NA
"1112",61,"Marsabit",2014,5,12,"Early Alert",NA,NA,NA
"1113",61,"Marsabit",2014,6,13,"noreport","noreport","noreport",NA
"1114",61,"Marsabit",2014,7,14,"Late Alarm",NA,NA,NA
"1115",61,"Marsabit",2014,8,15,"Late Alarm",NA,NA,NA
"1116",61,"Marsabit",2014,9,16,"Late Alarm",NA,NA,NA
"1117",61,"Marsabit",2014,10,17,"Alert",NA,NA,2
"1118",61,"Marsabit",2014,11,18,"Alert","21.3","1.42",2
"1119",61,"Marsabit",2014,12,19,"Alert","21","1.46",2
"1120",61,"Marsabit",2015,1,20,"Alert","22.9","1.64",2
"1121",61,"Marsabit",2015,2,21,"Alarm","23.4","1.74",3
"1122",61,"Marsabit",2015,3,22,"Alarm","24.08","1.64",3
"1123",61,"Marsabit",2015,4,23,"Alert","20.3","1.44",2
"1124",61,"Marsabit",2015,5,24,"Alert","17.9","1.18",2
"1125",61,"Marsabit",2015,6,25,"Alert","17.46","1.3",2
"1126",61,"Marsabit",2015,7,26,"Alert","17.12","1.38",2
"1127",61,"Marsabit",2015,8,27,"Alert","17.9","1.38",2
"1128",61,"Marsabit",2015,9,28,"Alarm","19.4","1.6",3
"1129",61,"Marsabit",2015,10,29,"Alarm","22.3","2.26",3
"1130",61,"Marsabit",2015,11,30,"Alert","19.7","1.6",2
"1131",61,"Marsabit",2015,12,31,"Normal","16.2","1.3",1
"1132",61,"Marsabit",2016,1,32,"Normal","17.3","1.3",1
"1133",61,"Marsabit",2016,2,33,"noreport","noreport","noreport",NA
"1134",61,"Marsabit",2016,3,34,"Alert","19.4","1.6",2
"1135",61,"Marsabit",2016,4,35,"Alert","18.4","1.4",2
"1136",61,"Marsabit",2016,5,36,"Alert","15.5","1.34",2
"1137",61,"Marsabit",2016,6,37,"Alert","16.7","1.4",2
"1138",61,"Marsabit",2016,7,38,"Alert","18.5","1.6",2
"1139",61,"Marsabit",2016,8,39,"Alert","19.1","1.8",2
"1140",61,"Marsabit",2016,9,40,"noreport","noreport","noreport",NA
"1141",61,"Marsabit",2016,10,41,"Alarm","21.1","1.9",3
"1142",61,"Marsabit",2016,11,42,"Alarm","21.2","1.9",3
"1143",61,"Marsabit",2016,12,43,"Alarm","19.9","1.8",3
"1144",61,"Marsabit",2017,1,44,"Alarm","21.9","1.8",3
"1145",61,"Marsabit",2017,2,45,"Alarm","19","25.1",3
"1146",61,"Marsabit",2017,3,46,"Alarm","20.1","20.1",3
"1147",61,"Marsabit",2017,4,47,"Alarm","19","20.1",3
"1148",61,"Marsabit",2017,5,48,"Alert","18.7","19.8",2
"1149",61,"Marsabit",2017,6,49,"Alert","17.9","23.1",2
"1150",61,"Marsabit",2017,7,50,"Alert","16.8","17.9",2
"1151",61,"Marsabit",2017,8,51,"Alarm","18.1","20.3",3
"1152",61,"Marsabit",2017,9,52,"Alarm","22.3","21.18",3
"1153",61,"Marsabit",2017,10,53,"Alarm","19.8","19.75",3
"1154",61,"Marsabit",2017,11,54,"Alert","18.9","17.79",2
"1155",61,"Marsabit",2017,12,55,"Normal","19.4","17",1
"1156",62,"Meru-North",2013,6,1,"noreport","noreport","noreport",NA
"1157",62,"Meru-North",2013,7,2,"Alert",NA,NA,2
"1158",62,"Meru-North",2013,8,3,"Alert",NA,NA,2
"1159",62,"Meru-North",2013,9,4,"Alert",NA,NA,2
"1160",62,"Meru-North",2013,10,5,"noreport","noreport","noreport",NA
"1161",62,"Meru-North",2013,11,6,"noreport","noreport","noreport",NA
"1162",62,"Meru-North",2013,12,7,"noreport","noreport","noreport",NA
"1163",62,"Meru-North",2014,1,8,"noreport","noreport","noreport",NA
"1164",62,"Meru-North",2014,2,9,"Alert",NA,NA,2
"1165",62,"Meru-North",2014,3,10,"Alert",NA,NA,2
"1166",62,"Meru-North",2014,4,11,"Alert",NA,NA,2
"1167",62,"Meru-North",2014,5,12,"Alert",NA,NA,2
"1168",62,"Meru-North",2014,6,13,"Alert",NA,NA,2
"1169",62,"Meru-North",2014,7,14,"Alarm",NA,NA,3
"1170",62,"Meru-North",2014,8,15,"Alarm",NA,NA,3
"1171",62,"Meru-North",2014,9,16,"Alarm",NA,NA,3
"1172",62,"Meru-North",2014,10,17,"Alert","22",NA,2
"1173",62,"Meru-North",2014,11,18,"Recovery","21",NA,NA
"1174",62,"Meru-North",2014,12,19,"Recovery","19",NA,NA
"1175",62,"Meru-North",2015,1,20,"Alert","16",NA,2
"1176",62,"Meru-North",2015,2,21,"Alert","20",NA,2
"1177",62,"Meru-North",2015,3,22,"Alarm","23",NA,3
"1178",62,"Meru-North",2015,4,23,"Recovery","21",NA,NA
"1179",62,"Meru-North",2015,5,24,"Normal","16",NA,1
"1180",62,"Meru-North",2015,6,25,"Normal","16",NA,1
"1181",62,"Meru-North",2015,7,26,"Alert","14",NA,2
"1182",62,"Meru-North",2015,8,27,"Alert","20",NA,2
"1183",62,"Meru-North",2015,9,28,"Alert","20",NA,2
"1184",62,"Meru-North",2015,10,29,"Alert","24",NA,2
"1185",62,"Meru-North",2015,11,30,"Normal","20",NA,1
"1186",62,"Meru-North",2015,12,31,"Normal","17",NA,1
"1187",62,"Meru-North",2016,1,32,"Normal","14",NA,1
"1188",62,"Meru-North",2016,2,33,"Normal","15",NA,1
"1189",62,"Meru-North",2016,3,34,"Normal","14",NA,1
"1190",62,"Meru-North",2016,4,35,"Normal","14",NA,1
"1191",62,"Meru-North",2016,5,36,"Normal","11",NA,1
"1192",62,"Meru-North",2016,6,37,"Normal","14",NA,1
"1193",62,"Meru-North",2016,7,38,"Normal","11","18.32",1
"1194",62,"Meru-North",2016,8,39,"Normal","11","22",1
"1195",62,"Meru-North",2016,9,40,"Alert","24","20",2
"1196",62,"Meru-North",2016,10,41,"Alert","26","20.8",2
"1197",62,"Meru-North",2016,11,42,"Normal","26","1.07",1
"1198",62,"Meru-North",2016,12,43,"Alert","28",NA,2
"1199",62,"Meru-North",2017,1,44,"Alert","24",NA,2
"1200",62,"Meru-North",2017,2,45,"noreport","noreport","noreport",NA
"1201",62,"Meru-North",2017,3,46,"Alert","24",NA,2
"1202",62,"Meru-North",2017,4,47,"Alert","27",NA,2
"1203",62,"Meru-North",2017,5,48,"noreport","noreport","noreport",NA
"1204",62,"Meru-North",2017,6,49,"Alert","27",NA,2
"1205",62,"Meru-North",2017,7,50,"Alert","23",NA,2
"1206",62,"Meru-North",2017,8,51,"Alert","39",NA,2
"1207",62,"Meru-North",2017,9,52,"Alert","39",NA,2
"1208",62,"Meru-North",2017,10,53,"Alert","25.6","20.97",2
"1209",62,"Meru-North",2017,11,54,"Normal","24.3","28",1
"1210",62,"Meru-North",2017,12,55,"Normal","20.6",NA,1
"1211",63,"Embu",2013,6,1,NA,NA,NA,NA
"1212",63,"Embu",2013,7,2,"noreport","noreport","noreport",NA
"1213",63,"Embu-Mbeere",2013,8,3,"Alert/Normal",NA,NA,1.5
"1214",63,"Embu",2013,9,4,"noreport","noreport","noreport",NA
"1215",63,"Embu",2013,10,5,NA,NA,NA,NA
"1216",63,"Embu-Mbeere",2013,11,6,"Alert/Normal",NA,NA,1.5
"1217",63,"Embu-Mbeere",2013,12,7,"Normal",NA,NA,1
"1218",63,"Embu-Mbeere",2014,1,8,"Alert",NA,NA,2
"1219",63,"Embu-Mbeere",2014,2,9,"Alert",NA,NA,2
"1220",63,"Embu-Mbeere",2014,3,10,"Alert/Normal",NA,NA,1.5
"1221",63,"Embu-Mbeere",2014,4,11,"Alert/Normal",NA,NA,1.5
"1222",63,"Embu-Mbeere",2014,5,12,"Alert/Normal",NA,NA,1.5
"1223",63,"Embu",2014,6,13,"noreport","noreport","noreport",NA
"1224",63,"Embu-Mbeere",2014,7,14,"Alert/Normal",NA,NA,1.5
"1225",63,"Embu-Mbeere",2014,8,15,"Alert",NA,NA,2
"1226",63,"Embu-Mbeere",2014,9,16,"Alert",NA,NA,2
"1227",63,"Embu",2014,10,17,NA,NA,NA,NA
"1228",63,"Embu-Mbeere",2014,11,18,"Alert/Normal",NA,NA,1.5
"1229",63,"Embu",2014,12,19,"noreport","noreport","noreport",NA
"1230",63,"Embu-Mbeere",2015,1,20,"Alert","5.05","1.15",2
"1231",63,"Embu-Mbeere",2015,2,21,"Alert","4.2","1.2",2
"1232",63,"Embu",2015,3,22,"Alert","4.2","1.2",2
"1233",63,"Embu-Mbeere",2015,4,23,"Alert","4.9","1.2",2
"1234",63,"Embu-Mbeere",2015,5,24,"Alert","4.5","1.25",2
"1235",63,"Embu-Mbeere",2015,6,25,"Normal","3.7","1.16",1
"1236",63,"Embu-Mbeere",2015,7,26,"Normal","3.5","1",1
"1237",63,"Embu-Mbeere",2015,8,27,"Normal","3","0.95",1
"1238",63,"Embu-Mbeere",2015,9,28,"Normal","3.4","1.05",1
"1239",63,"Embu-Mbeere",2015,10,29,"Normal","3.2","1.1",1
"1240",63,"Embu-Mbeere",2015,11,30,"Normal","4.4","1.15",1
"1241",63,"Embu-Mbeere",2015,12,31,"Normal","4.1",NA,1
"1242",63,"Embu-Mbeere",2016,1,32,"Normal","3.35","1.15",1
"1243",63,"Embu-Mbeere",2016,2,33,"Normal","3.35","1.5",1
"1244",63,"Embu-Mbeere",2016,3,34,"Normal","3.4","1",1
"1245",63,"Embu-Mbeere",2016,4,35,"Normal","3.05","1",1
"1246",63,"Embu-Mbeere",2016,5,36,"Normal","2.9","1.05",1
"1247",63,"Embu-Mbeere",2016,6,37,"Normal","4.4","1.1",1
"1248",63,"Embu-Mbeere",2016,7,38,"Normal","5.6","0.5",1
"1249",63,"Embu-Mbeere",2016,8,39,"Normal","4.5","0.66",1
"1250",63,"Embu-Mbeere",2016,9,40,"Normal","4.75","0.55",1
"1251",63,"Embu-Mbeere",2016,10,41,"Normal","5.15","1.98",1
"1252",63,"Embu-Mbeere",2016,11,42,"Normal","26","1.07",1
"1253",63,"Embu-Mbeere",2016,12,43,"Alert","7.4","1.2",2
"1254",63,"Embu-Mbeere",2017,1,44,"Normal","5.75","8.25",1
"1255",63,"Embu-Mbeere",2017,2,45,"Normal","4.85","8",1
"1256",63,"Embu-Mbeere",2017,3,46,"Alert","3.9","9.6",2
"1257",63,"Embu-Mbeere",2017,4,47,"Alert","4.03","9.4",2
"1258",63,"Embu-Mbeere",2017,5,48,"Alert","6.9","6.51",2
"1259",63,"Embu-Mbeere",2017,6,49,"Alert","5.6","8.42",2
"1260",63,"Embu-Mbeere",2017,7,50,"Alert","9.6","6.73",2
"1261",63,"Embu-Mbeere",2017,8,51,"Alert","11.3","9.58",2
"1262",63,"Embu-Mbeere",2017,9,52,"Alert","8.7","13.3",2
"1263",63,"Embu-Mbeere",2017,10,53,"Alert","9","17.8",2
"1264",63,"Embu-Mbeere",2017,11,54,"Normal","7.8","16.6",1
"1265",63,"Embu-Mbeere",2017,12,55,"Normal","7.6","16.7",1
"1266",64,"Kilifi",2013,6,1,"noreport","noreport","noreport",NA
"1267",64,"Kilifi",2013,7,2,NA,NA,NA,NA
"1268",64,"Kilifi",2013,8,3,NA,NA,NA,NA
"1269",64,"Kilifi",2013,9,4,"Normal",NA,NA,1
"1270",64,"Kilifi",2013,10,5,NA,NA,NA,NA
"1271",64,"Kilifi",2013,11,6,NA,NA,NA,NA
"1272",64,"Kilifi",2013,12,7,NA,NA,NA,NA
"1273",64,"Kilifi",2014,1,8,NA,NA,NA,NA
"1274",64,"Kilifi",2014,2,9,"Alert",NA,NA,2
"1275",64,"Kilifi",2014,3,10,"Alert",NA,NA,2
"1276",64,"Kilifi",2014,4,11,"Alert",NA,NA,2
"1277",64,"Kilifi",2014,5,12,"Alert",NA,NA,2
"1278",64,"Kilifi",2014,6,13,"Alert",NA,NA,2
"1279",64,"Kilifi",2014,7,14,"Alert",NA,NA,2
"1280",64,"Kilifi",2014,8,15,"Alert",NA,NA,2
"1281",64,"Kilifi",2014,9,16,"Alert",NA,NA,2
"1282",64,"Kilifi",2014,10,17,"noreport","noreport","noreport",NA
"1283",64,"Kilifi",2014,11,18,"Alert","2.5","1.5",2
"1284",64,"Kilifi",2014,12,19,"Alert","2.1","1.4",2
"1285",64,"Kilifi",2015,1,20,"Alert","4.3","2.1",2
"1286",64,"Kilifi",2015,2,21,"Alert","3.6","1.5",2
"1287",64,"Kilifi",2015,3,22,"Alert","4.3","1.4",2
"1288",64,"Kilifi",2015,4,23,"Alert","4.5","1.4",2
"1289",64,"Kilifi",2015,5,24,"Alert","4.4","1.4",2
"1290",64,"Kilifi",2015,6,25,"Alert","4.4","1.4",2
"1291",64,"Kilifi",2015,7,26,"Alert","3.3","1.2",2
"1292",64,"Kilifi",2015,8,27,"Alert","3","1.3",2
"1293",64,"Kilifi",2015,9,28,"Alert","2.8","1.2",2
"1294",64,"Kilifi",2015,10,29,"Alert","2.8","1.2",2
"1295",64,"Kilifi",2015,11,30,"Normal","2.3","1.4",1
"1296",64,"Kilifi",2015,12,31,"Normal","3.3","1.5",1
"1297",64,"Kilifi",2016,1,32,"Normal","4.8","1.8",1
"1298",64,"Kilifi",2016,2,33,"Normal","5.8","1.9",1
"1299",64,"Kilifi",2016,3,34,"Alert","7.6","2",2
"1300",64,"Kilifi",2016,4,35,"Alert","8.4","2",2
"1301",64,"Kilifi",2016,5,36,"Alert","4.8","1.5",2
"1302",64,"Kilifi",2016,6,37,"Alert","5","1.7",2
"1303",64,"Kilifi",2016,7,38,"Alert","4.6","1.6",2
"1304",64,"Kilifi",2016,8,39,"Alert","4.5","1.4",2
"1305",64,"Kilifi",2016,9,40,"Alert","4.5","1.4",2
"1306",64,"Kilifi",2016,10,41,"Alarm","5.4","1.8",3
"1307",64,"Kilifi",2016,11,42,"Alarm","6.4","1.8",3
"1308",64,"Kilifi",2016,12,43,"Alarm","4.9","1.6",3
"1309",64,"Kilifi",2017,1,44,"Alarm","12.8","9.6",3
"1310",64,"Kilifi",2017,2,45,"Alarm","10.9","10.6",3
"1311",64,"Kilifi",2017,3,46,"Alarm","8.5","13.19",3
"1312",64,"Kilifi",2017,4,47,"Alarm","7","13.67",3
"1313",64,"Kilifi",2017,5,48,"Alert","59.5","15.06",2
"1314",64,"Kilifi",2017,6,49,"Alarm","5.9","15.06",3
"1315",64,"Kilifi",2017,7,50,"Alarm","5.9","15.06",3
"1316",64,"Kilifi",2017,8,51,"Alarm","4.8","5.35",3
"1317",64,"Kilifi",2017,9,52,"Alarm","5.9","15.06",3
"1318",64,"Kilifi",2017,10,53,"Alert","6","10.5",2
"1319",64,"Kilifi",2017,11,54,"Alert","6.2",NA,2
"1320",64,"Kilifi",2017,12,55,"Alert","4.6",NA,2
"1321",65,"Tharaka-Nithi",2013,6,1,"noreport","noreport","noreport",NA
"1322",65,"Tharaka-Nithi",2013,7,2,"Alert",NA,NA,2
"1323",65,"Tharaka-Nithi",2013,8,3,"Alert",NA,NA,2
"1324",65,"Tharaka-Nithi",2013,9,4,"Alert",NA,NA,2
"1325",65,"Tharaka-Nithi",2013,10,5,"noreport","noreport","noreport",NA
"1326",65,"Tharaka-Nithi",2013,11,6,"noreport","noreport","noreport",NA
"1327",65,"Tharaka-Nithi",2013,12,7,"noreport","noreport","noreport",NA
"1328",65,"Tharaka-Nithi",2014,1,8,"noreport","noreport","noreport",NA
"1329",65,"Tharaka-Nithi",2014,2,9,"Alert",NA,NA,2
"1330",65,"Tharaka-Nithi",2014,3,10,"Alert",NA,NA,2
"1331",65,"Tharaka-Nithi",2014,4,11,"Alert",NA,NA,2
"1332",65,"Tharaka-Nithi",2014,5,12,"Alert",NA,NA,2
"1333",65,"Tharaka-Nithi",2014,6,13,"noreport","noreport","noreport",NA
"1334",65,"Tharaka-Nithi",2014,7,14,"Alert",NA,NA,2
"1335",65,"Tharaka-Nithi",2014,8,15,"Alert",NA,NA,2
"1336",65,"Tharaka-Nithi",2014,9,16,"Alert",NA,NA,2
"1337",65,"Tharaka-Nithi",2014,10,17,"Alert","9","1.17",2
"1338",65,"Tharaka-Nithi",2014,11,18,"Normal","7.23","1.07",1
"1339",65,"Tharaka-Nithi",2014,12,19,"Normal","7.77","1.03",1
"1340",65,"Tharaka-Nithi",2015,1,20,"noreport","noreport","noreport",NA
"1341",65,"Tharaka-Nithi",2015,2,21,"Alert","7.23","0.53",2
"1342",65,"Tharaka-Nithi",2015,3,22,"Alert","7.47","0.67",2
"1343",65,"Tharaka-Nithi",2015,4,23,"Alert","6.43","0.77",2
"1344",65,"Tharaka-Nithi",2015,5,24,"Normal","5.87","0.77",1
"1345",65,"Tharaka-Nithi",2015,6,25,"Normal","5.87","0.5",1
"1346",65,"Tharaka-Nithi",2015,7,26,"Normal","7.1","0.47",1
"1347",65,"Tharaka-Nithi",2015,8,27,"Normal","6.2","0.47",1
"1348",65,"Tharaka-Nithi",2015,9,28,"Alert","7.4","0.47",2
"1349",65,"Tharaka-Nithi",2015,10,29,"Alert","7.8","0.67",2
"1350",65,"Tharaka-Nithi",2015,11,30,"Alert","7.2","0.67",2
"1351",65,"Tharaka-Nithi",2015,12,31,"Normal","6.7","0.63",1
"1352",65,"Tharaka-Nithi",2016,1,32,"Normal","6.7","0.47",1
"1353",65,"Tharaka-Nithi",2016,2,33,"Normal","6.4","0.37",1
"1354",65,"Tharaka-Nithi",2016,3,34,"Normal","6.9","0.43",1
"1355",65,"Tharaka-Nithi",2016,4,35,"Normal","6.7","0.47",1
"1356",65,"Tharaka-Nithi",2016,5,36,"Normal","6.9","0.47",1
"1357",65,"Tharaka-Nithi",2016,6,37,"Normal","7","0.67",1
"1358",65,"Tharaka-Nithi",2016,7,38,"Normal","7.2","0.68",1
"1359",65,"Tharaka-Nithi",2016,8,39,"Normal","7.4","0.8",1
"1360",65,"Tharaka-Nithi",2016,9,40,"Normal","7.8","0.93",1
"1361",65,"Tharaka-Nithi",2016,10,41,"Normal","8.4","1",1
"1362",65,"Tharaka-Nithi",2016,11,42,"Normal","8.2","1.2",1
"1363",65,"Tharaka-Nithi",2016,12,43,"Normal","8.2","14",1
"1364",65,"Tharaka-Nithi",2017,1,44,"Alert","9","19",2
"1365",65,"Tharaka-Nithi",2017,2,45,"Alert","9.6","21",2
"1366",65,"Tharaka-Nithi",2017,3,46,"Alert","9.7","22",2
"1367",65,"Tharaka-Nithi",2017,4,47,"Alert","10","22",2
"1368",65,"Tharaka-Nithi",2017,5,48,"Alert","9.7","24",2
"1369",65,"Tharaka-Nithi",2017,6,49,"Alert","9.7","14",2
"1370",65,"Tharaka-Nithi",2017,7,50,"Normal","9.6","8.9",1
"1371",65,"Tharaka-Nithi",2017,8,51,"Alert","10","15",2
"1372",65,"Tharaka-Nithi",2017,9,52,"Alert","10.1","15",2
"1373",65,"Tharaka-Nithi",2017,10,53,"Alarm","8.2","15",3
"1374",65,"Tharaka-Nithi",2017,11,54,"Alert","7.4","11.7",2
"1375",65,"Tharaka-Nithi",2017,12,55,"Alert","6","11.67",2
